"Pathway"	"Total_sample_counts"
"ko00010"	15606
"ko00020"	14688
"ko00030"	12852
"ko00040"	1836
"ko00051"	7344
"ko00052"	3672
"ko00061"	9180
"ko00121"	918
"ko00130"	9180
"ko00190"	32130
"ko00195"	8262
"ko00220"	7344
"ko00230"	32130
"ko00240"	28458
"ko00250"	11934
"ko00260"	11934
"ko00261"	3672
"ko00270"	23868
"ko00280"	918
"ko00290"	1836
"ko00300"	11016
"ko00310"	918
"ko00330"	7344
"ko00333"	2754
"ko00350"	918
"ko00360"	1836
"ko00362"	1836
"ko00380"	918
"ko00400"	15606
"ko00401"	1836
"ko00405"	1836
"ko00410"	2754
"ko00430"	3672
"ko00450"	4590
"ko00460"	2754
"ko00471"	2754
"ko00473"	1836
"ko00480"	4590
"ko00500"	3672
"ko00520"	17442
"ko00521"	1836
"ko00524"	918
"ko00540"	19278
"ko00550"	11016
"ko00561"	3672
"ko00562"	918
"ko00564"	10098
"ko00565"	918
"ko00590"	918
"ko00591"	918
"ko00592"	918
"ko00620"	17442
"ko00621"	1836
"ko00622"	1836
"ko00627"	918
"ko00630"	11934
"ko00633"	3672
"ko00640"	10098
"ko00650"	8262
"ko00670"	4590
"ko00680"	16524
"ko00710"	9180
"ko00720"	20196
"ko00730"	7344
"ko00740"	5508
"ko00750"	2754
"ko00760"	7344
"ko00770"	9180
"ko00780"	9180
"ko00790"	18360
"ko00791"	3672
"ko00860"	10098
"ko00900"	9180
"ko00908"	918
"ko00910"	6426
"ko00940"	918
"ko00950"	918
"ko00960"	918
"ko00970"	56916
"ko00983"	3672
"ko00999"	1836
"ko01040"	918
"ko01051"	918
"ko01100"	298350
"ko01110"	121176
"ko01120"	77112
"ko01130"	86292
"ko01200"	48654
"ko01210"	7344
"ko01212"	9180
"ko01220"	2754
"ko01230"	50490
"ko01501"	2754
"ko01502"	4590
"ko01503"	3672
"ko01523"	918
"ko01524"	1836
"ko02010"	29376
"ko02020"	33048
"ko02024"	14688
"ko02025"	3672
"ko02026"	1836
"ko02030"	17442
"ko02040"	29376
"ko03008"	918
"ko03010"	54162
"ko03018"	11016
"ko03020"	2754
"ko03030"	12852
"ko03060"	13770
"ko03070"	21114
"ko03410"	8262
"ko03420"	8262
"ko03430"	15606
"ko03440"	15606
"ko04011"	918
"ko04013"	918
"ko04016"	3672
"ko04066"	2754
"ko04068"	1836
"ko04070"	1836
"ko04072"	918
"ko04112"	9180
"ko04122"	8262
"ko04141"	918
"ko04146"	2754
"ko04151"	918
"ko04152"	918
"ko04211"	1836
"ko04212"	4590
"ko04213"	2754
"ko04214"	918
"ko04217"	1836
"ko04260"	2754
"ko04612"	918
"ko04621"	3672
"ko04626"	2754
"ko04657"	918
"ko04659"	918
"ko04714"	2754
"ko04724"	918
"ko04727"	918
"ko04910"	918
"ko04914"	918
"ko04915"	918
"ko04931"	918
"ko04932"	2754
"ko04934"	918
"ko04940"	918
"ko05010"	4590
"ko05012"	2754
"ko05014"	918
"ko05016"	3672
"ko05111"	2754
"ko05120"	23868
"ko05132"	1836
"ko05134"	3672
"ko05146"	918
"ko05152"	1836
"ko05200"	1836
"ko05205"	918
"ko05206"	15606
"ko05211"	918
"ko05215"	918
"ko05230"	918
"ko05231"	918
"ko05340"	918
"ko05418"	1836
