"Pathway"	"Total_sample_counts"
"ko00010"	14305.4
"ko00020"	11401.8
"ko00030"	9239.6
"ko00040"	2392
"ko00051"	11207.6
"ko00052"	5552
"ko00053"	1096
"ko00061"	6913
"ko00071"	11592.6
"ko00072"	3540.2
"ko00073"	584
"ko00130"	6102.6
"ko00140"	23.4
"ko00190"	20951
"ko00195"	3926.4
"ko00220"	9834.8
"ko00230"	39717
"ko00240"	25777.4
"ko00250"	15605
"ko00260"	18050.4
"ko00261"	2592.8
"ko00270"	14806.8
"ko00280"	15957.8
"ko00281"	3666
"ko00290"	10086.4
"ko00300"	7719.4
"ko00310"	5935.8
"ko00311"	709.8
"ko00330"	15773.6
"ko00332"	961.4
"ko00333"	2325.4
"ko00340"	8036
"ko00350"	6695.4
"ko00360"	11720.2
"ko00361"	6950.6
"ko00362"	25657.2
"ko00364"	1956.8
"ko00380"	8421
"ko00400"	11346.2
"ko00401"	2807
"ko00404"	354
"ko00405"	914.6
"ko00410"	5912.4
"ko00430"	5164.6
"ko00440"	125.8
"ko00450"	4163.4
"ko00460"	2449.4
"ko00471"	1568.8
"ko00472"	46.8
"ko00473"	298.4
"ko00480"	8278.2
"ko00500"	7338.4
"ko00510"	23.4
"ko00511"	125.8
"ko00520"	14090
"ko00521"	3721.6
"ko00523"	1008.2
"ko00524"	709.8
"ko00525"	251.6
"ko00531"	196
"ko00540"	10165.4
"ko00550"	8002
"ko00561"	6505.2
"ko00562"	3619.2
"ko00564"	9225.6
"ko00565"	709.8
"ko00572"	46.8
"ko00590"	1017
"ko00591"	125.8
"ko00592"	961.4
"ko00600"	275
"ko00603"	125.8
"ko00620"	16462.2
"ko00621"	8278.4
"ko00622"	14118.4
"ko00623"	8380.8
"ko00624"	46.8
"ko00625"	2404.4
"ko00626"	1451.8
"ko00627"	3405.6
"ko00630"	20102.6
"ko00633"	377.4
"ko00640"	18254
"ko00642"	835.6
"ko00643"	3344.2
"ko00650"	14304.2
"ko00660"	6435
"ko00670"	8643.4
"ko00680"	13878.2
"ko00710"	6670.2
"ko00720"	14232.2
"ko00730"	5116
"ko00740"	4715.2
"ko00750"	2679.4
"ko00760"	9786.2
"ko00770"	9628.2
"ko00780"	6488.8
"ko00785"	835.6
"ko00790"	13229.2
"ko00791"	654.2
"ko00830"	2035.8
"ko00860"	11276
"ko00900"	8003.8
"ko00903"	1583.4
"ko00908"	125.8
"ko00910"	9046
"ko00920"	10101
"ko00930"	1671.2
"ko00940"	2048.6
"ko00950"	1293.8
"ko00960"	2681.2
"ko00965"	686.4
"ko00966"	733.2
"ko00970"	47207.2
"ko00980"	3651.4
"ko00981"	654.2
"ko00982"	3651.4
"ko00983"	5714.6
"ko00999"	891.2
"ko01040"	3996.6
"ko01051"	204.8
"ko01053"	237
"ko01054"	630.8
"ko01055"	125.8
"ko01100"	322377.8
"ko01110"	130878.6
"ko01120"	118713.2
"ko01130"	99192.4
"ko01200"	50784.6
"ko01210"	15795.2
"ko01212"	13914.4
"ko01220"	26594.2
"ko01230"	57977.4
"ko01501"	7610
"ko01502"	1213
"ko01503"	8823
"ko01523"	3493.4
"ko01524"	2302
"ko02010"	69649.8
"ko02020"	56151.2
"ko02024"	25096.4
"ko02025"	21932.6
"ko02026"	9813.6
"ko02030"	17383.8
"ko02040"	20239.4
"ko02060"	3881.4
"ko03008"	2106
"ko03010"	39500
"ko03013"	2003.6
"ko03018"	7385.8
"ko03020"	2760.2
"ko03030"	9351.4
"ko03060"	9935.4
"ko03070"	15928.6
"ko03320"	2807
"ko03410"	5944.6
"ko03420"	6569.6
"ko03430"	11031.4
"ko03440"	10824.8
"ko04011"	275
"ko04013"	788.8
"ko04016"	503.2
"ko04066"	2792.4
"ko04068"	1063.8
"ko04070"	1545.4
"ko04072"	125.8
"ko04112"	6284
"ko04113"	125.8
"ko04122"	9029.6
"ko04141"	125.8
"ko04142"	70.2
"ko04146"	4122.4
"ko04151"	125.8
"ko04152"	447.6
"ko04211"	1063.8
"ko04212"	3319
"ko04213"	1362.2
"ko04214"	812.2
"ko04216"	172.6
"ko04217"	1671.2
"ko04260"	961.4
"ko04380"	46.8
"ko04612"	125.8
"ko04614"	102.4
"ko04621"	2451.2
"ko04626"	2086.6
"ko04657"	125.8
"ko04659"	125.8
"ko04714"	2174.4
"ko04724"	859
"ko04727"	984.8
"ko04910"	330.6
"ko04914"	125.8
"ko04915"	125.8
"ko04917"	204.8
"ko04918"	1017
"ko04920"	172.6
"ko04922"	882.4
"ko04924"	23.4
"ko04928"	46.8
"ko04930"	709.8
"ko04931"	859
"ko04932"	961.4
"ko04934"	709.8
"ko04940"	251.6
"ko04964"	149.2
"ko04973"	686.4
"ko04974"	149.2
"ko04976"	70.2
"ko05010"	3044
"ko05012"	961.4
"ko05014"	321.8
"ko05016"	1797
"ko05020"	46.8
"ko05110"	316
"ko05111"	19838
"ko05120"	204.8
"ko05132"	1773.6
"ko05133"	709.8
"ko05134"	1409
"ko05142"	228.2
"ko05143"	204.8
"ko05152"	1545.4
"ko05165"	709.8
"ko05200"	3619.2
"ko05203"	709.8
"ko05204"	2988.4
"ko05205"	709.8
"ko05206"	835.6
"ko05211"	709.8
"ko05215"	125.8
"ko05225"	2783.6
"ko05230"	1662.4
"ko05231"	125.8
"ko05323"	46.8
"ko05340"	251.6
"ko05410"	23.4
"ko05418"	4329
