"Pathway"	"Total_sample_counts"
"ko00010"	93018.8722222222
"ko00020"	82792.1444444444
"ko00030"	74576.5944444444
"ko00040"	33843.0722222222
"ko00051"	38736.5388888889
"ko00052"	35043.3111111111
"ko00053"	30658.5
"ko00061"	76268.7111111111
"ko00071"	92081.3388888889
"ko00072"	38621.7222222222
"ko00100"	125.944444444444
"ko00120"	2842.27222222222
"ko00121"	823.05
"ko00130"	32623.7888888889
"ko00140"	3646.85555555556
"ko00190"	173386.061111111
"ko00195"	28102.1111111111
"ko00220"	64520.1111111111
"ko00230"	217827.894444444
"ko00232"	117.5
"ko00240"	157605.872222222
"ko00250"	88659.3666666667
"ko00253"	64.75
"ko00260"	107985.966666667
"ko00261"	25055.3944444444
"ko00270"	112121.072222222
"ko00280"	129706.716666667
"ko00281"	38737.3722222222
"ko00290"	64577.2333333333
"ko00300"	50442.4055555556
"ko00310"	57050.6277777778
"ko00311"	6687.93333333333
"ko00330"	70983.7111111111
"ko00332"	6734.63333333333
"ko00333"	22887.8222222222
"ko00340"	57276.0777777778
"ko00350"	51175.3777777778
"ko00360"	81676.1277777778
"ko00361"	17355.3666666667
"ko00362"	115882.944444444
"ko00363"	108.883333333333
"ko00364"	7886.35
"ko00365"	17322.9111111111
"ko00380"	71311.4777777778
"ko00400"	80053.1055555556
"ko00401"	15493.8277777778
"ko00404"	2133.88888888889
"ko00405"	9693.36666666666
"ko00410"	54582.65
"ko00430"	15511.8388888889
"ko00440"	15589.3111111111
"ko00450"	34814.5444444444
"ko00460"	22655.9055555556
"ko00471"	15312.4111111111
"ko00472"	2979.01111111111
"ko00473"	7887.41111111111
"ko00480"	90236.2333333333
"ko00500"	45262.2166666667
"ko00510"	1242.85
"ko00511"	3553.72222222222
"ko00513"	997.666666666667
"ko00514"	324.983333333333
"ko00515"	324.983333333333
"ko00520"	92034.2944444444
"ko00521"	25083.9555555556
"ko00523"	13393.55
"ko00524"	5234.48333333333
"ko00525"	6631.05
"ko00531"	4534.46111111111
"ko00540"	47011.5888888889
"ko00550"	68832.7888888889
"ko00561"	32352.3611111111
"ko00562"	15494.2
"ko00564"	64249.7277777778
"ko00565"	3584.96666666667
"ko00571"	1663.17777777778
"ko00572"	1784.25
"ko00590"	9752.93888888889
"ko00591"	3497.83333333333
"ko00592"	7828.02777777778
"ko00600"	3346.95
"ko00603"	1169.2
"ko00604"	968.5
"ko00620"	149959.144444444
"ko00621"	24310.05
"ko00622"	17436.4444444444
"ko00623"	13755.0444444444
"ko00624"	16660.3944444444
"ko00625"	19623.0388888889
"ko00626"	14683.1111111111
"ko00627"	54974.8833333333
