OTUID,AQ993,AQ996,AQ840,AQ1332,AQ190,AQ421,AQ423,AQ422,AQ733,AQ1409,AQ500,AQ501,AQ1097,AQ1098,AQ1099,AQ1279,AQ889,AQ1461,AQ1463,AQ1462,AQ1464,AQ1515,AQ1514,AQ1516,AQ1513,AQ891,AQ892,AQ707,AQ1074,AQ1072,AQ1073,AQ1071,AQ397,AQ395,AQ605,AQ604,AQ1202,AQ1204,AQ1539,AQ1334,AQ1331,AQ1333,AQ944,AQ943,AQ941,AQ164,AQ1230,AQ1542,AQ1540,AQ1541,AQ1305,AQ1306,AQ1307,AQ1308,AQ112,AQ1047,AQ1045,AQ1227,AQ1228,AQ1176,AQ60,AQ1178,AQ967,AQ968,AQ969,AQ631,AQ1149,AQ1490,AQ1360,AQ138,AQ1021,AQ1020,AQ1022,AQ1150,AQ1489,AQ1488,AQ838,AQ839,AQ837,AQ1019,AQ656,AQ1177,AQ1126,AQ1357,AQ1359,AQ1358,AQ812,AQ1229,AQ785,AQ786,AQ1436,AQ1437,AQ1435,AQ1438,AQ34,AQ863,AQ865,AQ866,AQ1281,AQ1280,AQ1282,AQ681,AQ449,AQ1100,AQ1125,AQ1383,AQ1384,AQ1385,AQ1386,AQ1410,AQ1411,AQ1412,AQ1256,AQ1254,AQ1255,AQ1253
otu_706432,0,0,0,0,0,0,1,0,148,0,1,6,0,0,0,0,0,1,5,6,0,0,5,0,2,0,1,1,0,0,0,0,0,0,10,1,1,3,4,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,11,0,5,0,0,0,4,1,1,4,2,0,1,1,0,0,2,0,0,3,5,1,0,0,0,72,23,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,3,0,1
otu_New.0.ReferenceOTU246,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,1,4,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,17,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,9,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
otu_New.0.ReferenceOTU584,0,2,0,6,2,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,3,3,0,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu_New.0.ReferenceOTU782,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,7,0,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu_New.0.ReferenceOTU453,0,2,8,3,5,0,0,7,25,0,0,0,11,1,0,0,2,2,0,0,7,0,14,24,0,0,0,0,6,3,0,2,0,13,0,2,2,0,0,1,1,0,50,1,0,2,1,14,0,0,0,10,0,19,0,0,0,0,2,6,50,0,0,18,0,0,1,0,1,6,0,2,4,2,0,0,2,0,0,2,0,0,1,0,1,44,22,0,0,3,63,0,1,0,4,0,0,9,1,5,1,1,0,10,0,0,1,0,0,0,0,7,1,11,0,0
otu_New.0.ReferenceOTU41,2,1,0,15,1,0,2,8,93,0,0,0,28,2,1,2,14,13,0,4,0,0,6,0,0,0,0,0,0,10,0,0,1,36,0,0,2,6,0,0,0,0,146,1,3,0,1,0,0,0,0,6,1,0,0,1,0,0,0,7,0,0,2,14,0,2,6,0,0,0,0,4,9,0,0,0,4,0,2,11,1,1,0,0,20,48,30,0,7,2,65,0,17,1,0,3,1,0,0,4,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,3
otu_New.0.ReferenceOTU325,0,0,1,2,2,0,0,1,8,0,0,0,3,0,0,1,0,0,0,1,0,0,0,9,0,1,0,0,5,6,0,0,0,6,0,0,0,1,0,0,1,0,17,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,2,3,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,12,6,0,0,0,10,0,0,0,1,0,0,2,0,0,0,8,1,0,0,1,0,0,0,0,0,1,0,0,0,0
otu_New.0.ReferenceOTU739,0,2,13,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,21,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,13,2,0,1,1,2,0,0,1,0,0,4,0,0,0,0,0,0,16,9,0,1,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
otu_New.0.ReferenceOTU103,1,0,0,7,0,0,2,5,35,0,0,0,12,1,1,1,3,4,0,0,0,0,2,0,0,0,0,0,0,12,0,0,1,14,0,0,2,1,0,0,0,0,62,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,2,11,0,0,1,0,0,2,0,3,1,0,0,0,3,0,0,4,1,0,0,0,4,25,17,0,5,2,54,0,7,0,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
otu_New.0.ReferenceOTU111,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0,0,2,3,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,0,0,0,2,0,1,1,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu_New.0.ReferenceOTU168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu_New.0.CleanUp.ReferenceOTU14180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
otu_New.0.CleanUp.ReferenceOTU20164,0,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu_New.0.CleanUp.ReferenceOTU139618,0,0,7,0,6,0,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,6,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,8,0,4,0,0,0,0,0,4,6,0,0,8,0,0,0,0,0,14,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2,28,0,3,0,0,0,0,3,0,1,3,6,0,8,0,1,0,0,0,0,0,7,0,1,0,0
otu_New.1.ReferenceOTU264,0,1,9,2,16,0,2,0,5,0,1,0,13,0,0,0,5,1,1,0,14,0,1,6,0,0,0,0,17,4,0,0,0,12,0,0,1,0,0,4,0,0,6,0,0,0,10,8,0,1,0,1,0,30,0,0,0,1,3,5,21,5,4,8,0,0,1,0,0,8,0,1,2,9,0,0,2,0,1,12,0,0,0,0,0,2,15,0,5,8,2,0,1,0,0,1,0,10,0,1,12,3,0,13,0,0,0,0,0,0,0,2,0,2,0,2
