"Pathway"	"Total_sample_counts"
"ko00622"	122285.964285714
"ko00623"	139820.5
"ko00624"	144222.333333333
"ko00625"	189079.517857143
"ko00626"	135961.601190476
"ko00627"	427957.863095238
"ko00630"	1431198.24404762
"ko00633"	82811.6904761905
"ko00640"	1173000.81547619
"ko00642"	64183.6369047619
"ko00643"	140964.666666667
"ko00650"	1258098.98809524
"ko00660"	429279.25
"ko00670"	498047.494047619
"ko00680"	722205.726190476
"ko00710"	485239.130952381
"ko00720"	1079606.68452381
"ko00730"	356573.333333333
"ko00740"	302773.404761905
"ko00750"	209672.589285714
"ko00760"	710837.404761905
"ko00770"	640075.571428571
"ko00780"	535845.291666667
"ko00785"	69624.3095238095
"ko00790"	816231.434523809
"ko00791"	57623.4345238095
"ko00830"	62673.2202380952
"ko00860"	977213.309523809
"ko00900"	599396.363095238
"ko00902"	1556.75
"ko00903"	179425.678571429
"ko00906"	100477.666666667
"ko00908"	35712.7976190476
"ko00909"	144.75
"ko00910"	553916.494047619
"ko00920"	768612.273809524
"ko00930"	172638.803571429
"ko00940"	144824.672619048
"ko00950"	56025.6785714286
"ko00960"	129090.232142857
"ko00965"	38513.9226190476
"ko00966"	82753.9226190476
"ko00970"	2910598.54166667
"ko00980"	350326.666666667
"ko00981"	51612.7916666667
"ko00982"	358164.5
"ko00983"	566581.642857143
"ko00984"	20205.4166666667
"ko00999"	62066.0476190476
"ko01040"	323508.333333333
"ko01051"	50032.4226190476
"ko01052"	347
"ko01053"	81142.4226190476
"ko01054"	35825.5416666667
"ko01055"	43137.6309523809
"ko01057"	654.375
"ko01059"	439
"ko01062"	35688.6666666667
"ko01100"	21686898.2797619
"ko01110"	9705147.41071429
"ko01120"	7251356.26785714
"ko01130"	7431616.98809524
"ko01200"	3641095.36309524
"ko01210"	979702.577380952
"ko01212"	1280667.26190476
"ko01220"	559873.285714286
"ko01230"	4178021.20238095
"ko01501"	607713.630952381
"ko01502"	237342.619047619
"ko01503"	491470.678571429
"ko01523"	188591.571428571
"ko01524"	413788.577380952
"ko02010"	3542434.55952381
"ko02020"	3950571.98809524
"ko02024"	2591082.60119048
"ko02025"	525034.720238095
"ko02026"	493477.571428571
"ko02030"	903212.410714286
"ko02040"	1360990.97619048
"ko02060"	141137.75
"ko03008"	74919.8452380952
"ko03010"	2227705.41071429
"ko03013"	45670.0178571429
"ko03018"	549408.470238095
"ko03020"	149084.44047619
"ko03022"	696
"ko03030"	612551.779761905
"ko03050"	2088
"ko03060"	645323.851190476
"ko03070"	1128314.24404762
"ko03320"	268372.30952381
"ko03410"	546965.607142857
"ko03420"	346942.791666667
"ko03430"	679599.726190476
"ko03440"	804451.869047619
"ko03450"	44417.2083333333
"ko04011"	44552.130952381
"ko04013"	62597.3452380952
"ko04014"	173.5
"ko04016"	141590.142857143
"ko04024"	869.5
"ko04066"	112885.886904762
"ko04068"	122291.18452381
"ko04070"	123745.44047619
"ko04071"	2410.5
"ko04072"	28411.2976190476
"ko04080"	27128
"ko04112"	612601.988095238
"ko04113"	35759.3333333333
"ko04115"	66414.9166666667
"ko04122"	317866.226190476
"ko04138"	7728.75
"ko04141"	56974.1726190476
"ko04142"	48678.1666666667
"ko04144"	173.5
"ko04146"	437606.345238095
"ko04151"	47927.5059523809
"ko04152"	91492.1369047619
"ko04210"	67707.375
"ko04211"	107149.476190476
"ko04212"	269234.244047619
"ko04213"	219630.404761905
"ko04214"	133002.303571429
"ko04215"	66414.9166666667
"ko04216"	107963.69047619
"ko04217"	148548.851190476
"ko04260"	119048.458333333
"ko04371"	24.125
"ko04610"	24.125
"ko04612"	32785.7976190476
"ko04614"	50439.25
"ko04621"	199120.94047619
"ko04622"	365.375
"ko04626"	219961.172619048
"ko04657"	32785.7976190476
"ko04659"	32785.7976190476
"ko04666"	173.5
"ko04714"	333633.767857143
"ko04723"	8725.83333333333
"ko04724"	82249.3988095238
"ko04726"	7886.08333333333
"ko04727"	83343.1130952381
"ko04728"	8582.08333333333
"ko04910"	52374.1309523809
"ko04912"	173.5
"ko04914"	32785.7976190476
"ko04915"	32785.7976190476
"ko04916"	32.625
"ko04917"	4200.83928571429
"ko04918"	98766.7559523809
"ko04919"	9032.625
"ko04920"	121907.845238095
"ko04922"	133909.142857143
"ko04924"	20177.5
"ko04928"	173.5
"ko04930"	38253.1369047619
"ko04931"	83153.8392857143
"ko04932"	185463.375
"ko04934"	32041.6726190476
"ko04940"	40840.2619047619
"ko04964"	37771.0178571429
"ko04966"	43.625
"ko04973"	5258.5
"ko04974"	20231
"ko04976"	48.25
"ko04978"	30416.1666666667
"ko04979"	27128
"ko05010"	225565.714285714
"ko05012"	185463.375
"ko05014"	151022.095238095
"ko05016"	288115.767857143
"ko05020"	40055.0476190476
"ko05030"	7886.08333333333
"ko05031"	7886.08333333333
"ko05034"	7886.08333333333
"ko05100"	1067.42857142857
"ko05110"	593.714285714286
"ko05111"	732244.464285714
"ko05120"	59773.0595238095
"ko05131"	1067.42857142857
"ko05132"	125290.297619048
"ko05133"	97564.8095238095
"ko05134"	298562.238095238
"ko05142"	44193.4642857143
"ko05143"	29560.9642857143
"ko05145"	66414.9166666667
"ko05146"	20137.8333333333
"ko05150"	13883.4166666667
"ko05152"	206422.55952381
"ko05161"	66414.9166666667
"ko05163"	66414.9166666667
"ko05164"	66414.9166666667
"ko05165"	38253.1369047619
"ko05166"	27128
"ko05167"	66414.9166666667
"ko05168"	66414.9166666667
"ko05170"	66979.9166666667
"ko05200"	425082.833333333
"ko05202"	24.125
"ko05203"	38253.1369047619
"ko05204"	335646.160714286
"ko05205"	37269.5476190476
"ko05206"	28171.3154761905
"ko05210"	66414.9166666667
"ko05211"	32041.6726190476
"ko05215"	32809.9226190476
"ko05219"	20222.630952381
"ko05222"	66414.9166666667
"ko05225"	293840.446428571
"ko05230"	161696.047619048
"ko05231"	28411.2976190476
"ko05340"	37332.1785714286
"ko05410"	20177.5
"ko05416"	66414.9166666667
"ko05418"	432209.797619048
