"Pathway"	"Total_sample_counts"
"ko01051"	19073.4423520924
"ko01053"	15801.5618326118
"ko01054"	1392.6176046176
"ko01055"	9247.51284271284
"ko01057"	12
"ko01059"	12
"ko01062"	1678.30357142857
"ko01100"	4598572.84101732
"ko01110"	1801040.06331169
"ko01120"	1315454.12871573
"ko01130"	1285892.68434343
"ko01200"	676637.576695527
"ko01210"	107294.332503607
"ko01212"	167181.498304473
"ko01220"	42962.1801226551
"ko01230"	765497.468145743
"ko01501"	94077.2916305916
"ko01502"	66426.2258658009
"ko01503"	110907.798015873
"ko01523"	34102.0631673882
"ko01524"	21699.6956709957
"ko02010"	1006437.09451659
"ko02020"	542649.067965368
"ko02024"	382521.489393939
"ko02025"	81572.1781385281
"ko02026"	156440.683441558
"ko02030"	129170.801623377
"ko02040"	146892.822438672
"ko02060"	404477.157792208
"ko03008"	11906.5677489178
"ko03010"	721603.542604618
"ko03013"	19460.4181457431
"ko03018"	134288.114935065
"ko03020"	35221.7751803752
"ko03022"	65
"ko03030"	143857.757828283
"ko03050"	72
"ko03060"	158648.343867244
"ko03070"	176318.486111111
"ko03320"	17032.9873737374
"ko03410"	92245.0707792208
"ko03420"	89836.8892496393
"ko03430"	198465.793722944
"ko03440"	206101.443759019
"ko03450"	98.2
"ko04011"	2145.8553030303
"ko04013"	9183.86735209235
"ko04016"	19828.3730519481
"ko04024"	65
"ko04066"	24224.4496753247
"ko04068"	11394.7226551227
"ko04070"	20114.2660533911
"ko04071"	24
"ko04072"	7922.23481240981
"ko04080"	5726.14444444445
"ko04112"	99805.7588744589
"ko04113"	192
"ko04122"	104853.247150072
"ko04138"	77
"ko04141"	12725.489033189
"ko04142"	32985.8583694084
"ko04146"	34933.636002886
"ko04151"	10589.5668109668
"ko04152"	14202.1561327561
"ko04210"	161.496825396825
"ko04211"	11329.7226551227
"ko04212"	40121.6475829726
"ko04213"	22431.8935786436
"ko04214"	14939.8927489178
"ko04216"	9132.78246753247
"ko04217"	40966.2640692641
"ko04260"	3402.24567099567
"ko04612"	10524.5668109668
"ko04614"	296.212987012987
"ko04621"	34364.3068542569
"ko04622"	7356.78928571429
"ko04626"	29283.5665223665
"ko04657"	10524.5668109668
"ko04659"	10524.5668109668
"ko04714"	15738.8555555556
"ko04724"	24776.3256854257
"ko04726"	36
"ko04727"	32718.7083694084
"ko04728"	72
"ko04910"	19511.01497114
"ko04914"	10524.5668109668
"ko04915"	10524.5668109668
"ko04917"	9524.83293650794
"ko04918"	18976.0217171717
"ko04919"	27.2857142857143
"ko04920"	6993.91129148629
"ko04922"	51365.5943722944
"ko04928"	1079.47474747475
"ko04930"	23311.0487012987
"ko04931"	25196.3483044733
"ko04932"	3402.24567099567
"ko04934"	3056.38546176046
"ko04940"	17892.754004329
"ko04964"	15675.2592712843
"ko04973"	4534.60097402597
"ko04974"	277.066666666667
"ko04976"	1079.47474747475
"ko04979"	5726.14444444445
"ko05010"	16315.9667388167
"ko05012"	3402.24567099567
"ko05014"	4209.12965367965
"ko05016"	14649.3873737374
"ko05020"	2063.27435064935
"ko05030"	36
"ko05031"	36
"ko05034"	36
"ko05100"	1978.94642857143
"ko05110"	1443.98773448773
"ko05111"	141469.462373737
"ko05120"	21925.8254329004
"ko05131"	192.571428571429
"ko05132"	28333.5643217893
"ko05133"	26792.9909090909
"ko05134"	28656.0178571429
"ko05142"	2181.9237012987
"ko05143"	2181.9237012987
"ko05146"	699.773015873016
"ko05150"	5660.7
"ko05152"	35909.2744227994
"ko05165"	23234.682034632
"ko05166"	5726.14444444445
"ko05200"	28114.6160533911
"ko05203"	23234.682034632
"ko05204"	15951.45995671
"ko05205"	8834.89657287157
"ko05206"	17551.4850649351
"ko05211"	3056.38546176046
"ko05215"	10524.5668109668
"ko05219"	3056.38546176046
"ko05225"	14533.6637806638
"ko05230"	54564.3859307359
"ko05231"	7922.23481240981
"ko05340"	18658.2534632035
"ko05418"	49536.7602453102
