"Pathway"	"Total_sample_counts"
"ko00010"	317660.294733045
"ko00020"	90905.7303391053
"ko00030"	213214.073556999
"ko00040"	108341.774278499
"ko00051"	321179.662373737
"ko00052"	224275.126948052
"ko00053"	40023.7971139971
"ko00061"	125674.796212121
"ko00071"	78658.4987373737
"ko00072"	13846.9487373737
"ko00100"	24
"ko00120"	7192.50490620491
"ko00121"	7192.50490620491
"ko00130"	66720.8953463204
"ko00140"	3901.21500721501
"ko00190"	248943.746861472
"ko00195"	70703.1725829726
"ko00220"	117630.877164502
"ko00230"	605969.128102453
"ko00232"	24
"ko00240"	457153.583802309
"ko00250"	227946.266197691
"ko00260"	180485.920526696
"ko00261"	53427.9322871573
"ko00270"	247871.355555556
"ko00280"	80036.5201659452
"ko00281"	16002.2095959596
"ko00290"	59105.1140692641
"ko00300"	105875.575468975
"ko00310"	47246.2851731602
"ko00311"	11451.2111111111
"ko00330"	123632.666017316
"ko00332"	17669.7931457431
"ko00333"	33187.5834054834
"ko00340"	52049.0139249639
"ko00350"	48820.4407647908
"ko00360"	34856.7568542569
"ko00361"	8394.47435064935
"ko00362"	40672.5899350649
"ko00363"	24
"ko00364"	2933.52435064935
"ko00380"	38846.0290764791
"ko00400"	125932.943145743
"ko00401"	18389.2577200577
"ko00405"	4473.76814574315
"ko00410"	47639.5892496392
"ko00430"	43513.0011544012
"ko00440"	15066.0772727273
"ko00450"	98286.2048701299
"ko00460"	43885.5242784993
"ko00471"	42114.948989899
"ko00472"	243
"ko00473"	34018.9893217893
"ko00480"	103829.653751804
"ko00500"	382661.617207792
"ko00510"	182.811111111111
"ko00511"	81752.3865440115
"ko00513"	12582.5689393939
"ko00514"	65
"ko00515"	65
"ko00520"	478903.333802309
"ko00521"	65917.0015151515
"ko00523"	31115.0305916306
"ko00524"	8790.18055555556
"ko00525"	18515.0479076479
"ko00531"	61253.9924963925
"ko00540"	74267.2564574315
"ko00550"	206723.884126984
"ko00561"	130881.054256854
"ko00562"	82874.7319264069
"ko00564"	204595.741161616
"ko00565"	7717.97435064935
"ko00571"	300
"ko00572"	4431.78228715729
"ko00590"	17990.6248917749
"ko00591"	5369.16720779221
"ko00592"	9154.87067099567
"ko00600"	53535.2802308802
"ko00601"	14.2
"ko00603"	27985.8139249639
"ko00604"	12582.5689393939
"ko00620"	290628.748917749
"ko00621"	2319.61562049062
"ko00622"	2804.90133477633
"ko00623"	2555.81006493506
"ko00624"	1402.1176046176
"ko00625"	36916.9722582973
"ko00626"	23323.100036075
"ko00627"	19580.8498917749
"ko00630"	135014.167965368
"ko00633"	14365.7840548341
"ko00640"	173343.328860029
"ko00642"	7083.88203463203
"ko00643"	8330.15598845599
"ko00650"	173536.642243867
"ko00660"	34018.605952381
"ko00670"	98547.088023088
"ko00680"	181436.661688312
"ko00710"	120677.518722944
"ko00720"	180067.503427128
"ko00730"	141849.154834055
"ko00740"	60871.1247474748
"ko00750"	32854.4858225108
"ko00760"	138844.270382395
"ko00770"	100916.781168831
"ko00780"	98979.3195165945
"ko00785"	8378.11497113997
"ko00790"	160317.749422799
"ko00791"	7672.40476190476
"ko00830"	7034.2560966811
"ko00860"	238389.010533911
"ko00900"	117004.018434343
"ko00903"	14480.3002886003
"ko00906"	6742.21428571429
"ko00908"	8937.42196969697
"ko00910"	130336.591017316
"ko00920"	151344.892532468
"ko00930"	8711.60028860029
"ko00940"	20552.6502886003
"ko00944"	5689.1
"ko00950"	11966.3788600289
"ko00960"	17346.6569264069
"ko00965"	1959.91071428571
"ko00966"	3278.44657287157
"ko00970"	1068178.18650794
"ko00980"	18866.575036075
"ko00981"	5792.7
"ko00982"	18902.575036075
"ko00983"	123778.400577201
"ko00984"	605
"ko00999"	12095.4444805195
"ko01040"	39441.621031746
