"Pathway"	"Total_sample_counts"
"ko00010"	79026.375
"ko00020"	59561.925
"ko00030"	59552.0333333333
"ko00040"	20311.1833333333
"ko00051"	35580.3583333333
"ko00052"	40022.1916666667
"ko00053"	8424.325
"ko00061"	48423.0833333333
"ko00071"	27810.4916666667
"ko00072"	13629.8583333333
"ko00073"	52
"ko00120"	1569.1
"ko00121"	3903.4
"ko00130"	27471.4416666667
"ko00140"	897.6
"ko00190"	113049
"ko00195"	33977.2833333333
"ko00220"	45507.9416666667
"ko00230"	195275.7
"ko00240"	149340.208333333
"ko00250"	78973.5083333333
"ko00260"	83564.9583333333
"ko00261"	20543.0583333333
"ko00270"	86241.5333333333
"ko00280"	40866.6083333333
"ko00281"	4908.60833333333
"ko00290"	33999.3666666667
"ko00300"	53791.5
"ko00310"	18835.8583333333
"ko00311"	680.475
"ko00330"	46168.2166666667
"ko00332"	4648.55833333333
"ko00333"	13299.5833333333
"ko00340"	33992.125
"ko00350"	24973.275
"ko00360"	26552.9666666667
"ko00361"	8537.85833333333
"ko00362"	34602.9666666667
"ko00364"	4745.35
"ko00380"	24209.1083333333
"ko00400"	72129.1833333333
"ko00401"	14003.8916666667
"ko00404"	138.125
"ko00405"	6618.40833333333
"ko00410"	16401.5666666667
"ko00430"	17851.6333333333
"ko00440"	2822.60833333333
"ko00450"	28068.825
"ko00460"	19381.1833333333
"ko00471"	12919.225
"ko00472"	37.55
"ko00473"	8876.13333333333
"ko00480"	32484.35
"ko00500"	59315.1666666667
"ko00510"	239.666666666667
"ko00511"	5508.975
"ko00513"	18.1
"ko00520"	81655.0166666667
"ko00521"	16934.6666666667
"ko00523"	7813.89166666667
"ko00524"	1715.05833333333
"ko00525"	4434.68333333333
"ko00531"	2251.375
"ko00540"	48440.7833333333
"ko00550"	59777.6083333333
"ko00561"	25498.2083333333
"ko00562"	10600.3916666667
"ko00564"	45591.3166666667
"ko00565"	2130.39166666667
"ko00572"	1277.6
"ko00590"	3365.76666666667
"ko00591"	2264.89166666667
"ko00592"	3359.55833333333
"ko00600"	6893.81666666667
"ko00603"	3306.925
"ko00604"	18.1
"ko00620"	90033.8333333333
"ko00621"	2484.9
"ko00622"	7150.61666666667
"ko00623"	7539.8
"ko00624"	1587.61666666667
"ko00625"	7811.61666666667
