"Pathway"	"Total_sample_counts"
"ko04144"	173.5
"ko04146"	392585.966666667
"ko04151"	44039.3083333333
"ko04152"	84611.0083333333
"ko04210"	59063.8
"ko04211"	97001.4333333333
"ko04212"	236245.1
"ko04213"	197756.933333333
"ko04214"	101192.425
"ko04215"	53560.2333333333
"ko04216"	100330.533333333
"ko04217"	121091.7
"ko04260"	99657.9
"ko04371"	19.3
"ko04610"	19.3
"ko04612"	30604.1
"ko04614"	39285.1
"ko04621"	172845.483333333
"ko04622"	305.375
"ko04626"	176259.833333333
"ko04657"	30604.1
"ko04659"	30604.1
"ko04666"	173.5
"ko04714"	291326.508333333
"ko04721"	19.3
"ko04723"	8543
"ko04724"	67212.7
"ko04726"	3371.80833333333
"ko04727"	67754.5
"ko04728"	4067.80833333333
"ko04910"	44762.5416666667
"ko04912"	173.5
"ko04914"	30604.1
"ko04915"	30604.1
"ko04916"	19.3
"ko04917"	3474.875
"ko04918"	86275.6916666667
"ko04919"	8220.975
"ko04920"	113727.141666667
"ko04922"	106330.35
"ko04924"	16304.5
"ko04928"	173.5
"ko04930"	31247.0416666667
"ko04931"	66474.1416666667
"ko04932"	153218.133333333
"ko04934"	28577.8333333333
"ko04940"	33752.1
"ko04962"	19.3
"ko04964"	35232.775
"ko04966"	43.625
"ko04973"	2354.5
"ko04974"	15625.8333333333
"ko04976"	115.8
"ko04978"	28432.8333333333
"ko04979"	15123.35
"ko05010"	186593.2
"ko05012"	153218.133333333
"ko05014"	131014.2
"ko05016"	246392.8
"ko05020"	36813.6
"ko05030"	3371.80833333333
"ko05031"	3371.80833333333
"ko05034"	3371.80833333333
"ko05110"	50
"ko05111"	614972.525
"ko05120"	57541.1333333333
"ko05132"	101535.108333333
"ko05133"	82421.8
"ko05134"	241373.966666667
"ko05142"	35625.6
"ko05143"	24866.1
"ko05145"	53560.2333333333
"ko05146"	21393.0333333333
"ko05150"	11631
"ko05152"	175540.933333333
"ko05161"	53560.2333333333
"ko05163"	53560.2333333333
"ko05164"	53560.2333333333
"ko05165"	31247.0416666667
"ko05166"	15123.35
"ko05167"	53560.2333333333
"ko05168"	53560.2333333333
"ko05170"	53560.2333333333
"ko05200"	370992.3
"ko05202"	19.3
"ko05203"	31247.0416666667
"ko05204"	289325.925
"ko05205"	30824.4333333333
"ko05206"	23300.9333333333
"ko05210"	53560.2333333333
"ko05211"	28577.8333333333
"ko05215"	30623.4
"ko05219"	20713.3333333333
"ko05222"	53560.2333333333
"ko05225"	258250.133333333
"ko05230"	130688.408333333
"ko05231"	25956.7666666667
"ko05340"	30671.3333333333
"ko05410"	16304.5
"ko05416"	53560.2333333333
"ko05418"	382781.733333333
