"Pathway"	"Total_sample_counts"
"ko00010"	2234.825
"ko00020"	1772.775
"ko00030"	1879.05
"ko00040"	721.25
"ko00051"	1537.425
"ko00052"	1183.5
"ko00053"	269.875
"ko00061"	1263.25
"ko00071"	1448.425
"ko00072"	467.6
"ko00073"	52
"ko00130"	943.425
"ko00140"	3.7
"ko00190"	3169
"ko00195"	638.2
"ko00220"	1346.275
"ko00230"	6004
"ko00240"	4018.7
"ko00250"	2332.25
"ko00260"	2789.575
"ko00261"	685.275
"ko00270"	2600.9
"ko00280"	2210.775
"ko00281"	514.875
"ko00290"	1440.825
"ko00300"	1459.95
"ko00310"	834.9
"ko00311"	99.275
"ko00330"	2263.8
"ko00332"	193.825
"ko00333"	356.2
"ko00340"	1182.875
"ko00350"	1024.2
"ko00360"	1318.725
"ko00361"	764.8
"ko00362"	2526.85
"ko00364"	243.15
"ko00380"	1093.875
"ko00400"	1736.6
"ko00401"	364.625
"ko00404"	138.125
"ko00405"	186.425
"ko00410"	831.2
"ko00430"	753.3
"ko00440"	47.275
"ko00450"	757.825
"ko00460"	580.45
"ko00471"	249.525
"ko00472"	7.4
"ko00473"	101.95
"ko00480"	1685.225
"ko00500"	1672.075
"ko00510"	3.7
"ko00511"	47.275
"ko00520"	2295.875
"ko00521"	551.05
"ko00523"	201.225
"ko00524"	99.275
"ko00525"	94.55
"ko00531"	58.375
"ko00540"	1480.7
"ko00550"	1327.375
"ko00561"	911.975
"ko00562"	507.475
"ko00564"	1467.55
"ko00565"	99.275
"ko00572"	7.4
"ko00590"	230
"ko00591"	47.275
"ko00592"	193.825
"ko00600"	98.25
"ko00603"	47.275
"ko00620"	2659.475
"ko00621"	771.575
"ko00622"	1291.575
"ko00623"	815.15
"ko00624"	7.4
"ko00625"	396.075
"ko00626"	231.025
"ko00627"	391.55
"ko00630"	2870.55
"ko00633"	141.825
"ko00640"	2617.125
"ko00642"	146.55
"ko00643"	409.225
"ko00650"	1975.225
"ko00660"	900.875
"ko00670"	1238.575
"ko00680"	2002.975
"ko00710"	1197.475
"ko00720"	2141.1
"ko00730"	922.875
"ko00740"	777.35
"ko00750"	494.325
"ko00760"	1515.85
"ko00770"	1436.1
"ko00780"	1114.025
"ko00785"	146.55
"ko00790"	2322.6
"ko00791"	63.1
"ko00830"	283.025
"ko00860"	1725.5
"ko00900"	1150.4
"ko00903"	224.45
"ko00908"	47.275
"ko00910"	1207.125
"ko00920"	1415.75
"ko00930"	293.1
"ko00940"	434.925
"ko00950"	151.275
"ko00960"	317.35
"ko00965"	95.575
"ko00966"	102.975
"ko00970"	8465.35
"ko00980"	539.95
"ko00981"	63.1
"ko00982"	539.95
"ko00983"	949.8
"ko00999"	182.725
"ko01040"	649.3
"ko01051"	87.15
"ko01053"	119.625
"ko01054"	59.4
"ko01055"	47.275
"ko01100"	49590.4
"ko01110"	21146.3
"ko01120"	16756.725
"ko01130"	15942.45
"ko01200"	7996.3
"ko01210"	2444.475
"ko01212"	2158.575
"ko01220"	2676.475
"ko01230"	9263.45
"ko01501"	1210.625
"ko01502"	288.375
"ko01503"	1499
"ko01523"	460.2
"ko01524"	352.5
"ko02010"	8229.9
"ko02020"	8973.225
"ko02024"	3392.2
"ko02025"	3025.925
"ko02026"	1642.675
"ko02030"	3051.65
"ko02040"	3246.7
"ko02060"	453.825
"ko03008"	294.125
"ko03010"	6461.125
"ko03013"	250.55
"ko03018"	1242.9
"ko03020"	357.225
"ko03030"	1514.825
"ko03060"	1566.825
"ko03070"	2260.925
"ko03320"	364.625
"ko03410"	863.675
"ko03420"	976.925
"ko03430"	1836.7
"ko03440"	1926.525
"ko04011"	98.25
"ko04013"	139.15
"ko04016"	189.1
"ko04066"	389.7
"ko04068"	237.4
"ko04070"	245.825
"ko04072"	47.275
"ko04112"	1026.875
"ko04113"	47.275
"ko04122"	1409.175
"ko04141"	47.275
"ko04142"	11.1
"ko04146"	696.575
"ko04151"	47.275
"ko04152"	152.925
"ko04211"	237.4
"ko04212"	582.5
"ko04213"	339.35
"ko04214"	142.85
"ko04216"	54.675
"ko04217"	293.1
"ko04260"	193.825
"ko04380"	7.4
"ko04612"	47.275
"ko04614"	43.575
"ko04621"	403.475
"ko04626"	413.55
"ko04657"	47.275
"ko04659"	47.275
"ko04714"	482.2
"ko04724"	150.25
"ko04727"	197.525
"ko04910"	134.425
"ko04914"	47.275
"ko04915"	47.275
"ko04917"	87.15
"ko04918"	230
"ko04920"	54.675
"ko04922"	153.95
"ko04924"	3.7
"ko04928"	7.4
"ko04930"	99.275
"ko04931"	150.25
"ko04932"	193.825
"ko04934"	99.275
"ko04940"	94.55
"ko04964"	50.975
"ko04973"	95.575
"ko04974"	50.975
"ko04976"	11.1
"ko05010"	484.25
"ko05012"	193.825
"ko05014"	105.65
"ko05016"	340.375
"ko05020"	7.4
"ko05110"	159.5
"ko05111"	2405
"ko05120"	87.15
"ko05132"	336.675
"ko05133"	99.275
"ko05134"	346.75
"ko05142"	90.85
"ko05143"	87.15
"ko05152"	245.825
"ko05165"	99.275
"ko05200"	507.475
"ko05203"	99.275
"ko05204"	448.075
"ko05205"	99.275
"ko05206"	146.55
"ko05211"	99.275
"ko05215"	47.275
"ko05225"	360.925
"ko05230"	264.325
"ko05231"	47.275
"ko05323"	7.4
"ko05340"	94.55
"ko05410"	3.7
"ko05418"	606.75
