"Pathway"	"Total_sample_counts"
"ko00010"	24242
"ko00020"	22816
"ko00030"	19964
"ko00040"	2852
"ko00051"	11408
"ko00052"	5704
"ko00061"	14260
"ko00121"	1426
"ko00130"	14260
"ko00190"	49910
"ko00195"	12834
"ko00220"	11408
"ko00230"	49910
"ko00240"	44206
"ko00250"	18538
"ko00260"	18538
"ko00261"	5704
"ko00270"	37076
"ko00280"	1426
"ko00290"	2852
"ko00300"	17112
"ko00310"	1426
"ko00330"	11408
"ko00333"	4278
"ko00350"	1426
"ko00360"	2852
"ko00362"	2852
"ko00380"	1426
"ko00400"	24242
"ko00401"	2852
"ko00405"	2852
"ko00410"	4278
"ko00430"	5704
"ko00450"	7130
"ko00460"	4278
"ko00471"	4278
"ko00473"	2852
"ko00480"	7130
"ko00500"	5704
"ko00520"	27094
"ko00521"	2852
"ko00524"	1426
"ko00540"	29946
"ko00550"	17112
"ko00561"	5704
"ko00562"	1426
"ko00564"	15686
"ko00565"	1426
"ko00590"	1426
"ko00591"	1426
"ko00592"	1426
"ko00620"	27094
"ko00621"	2852
"ko00622"	2852
"ko00627"	1426
"ko00630"	18538
"ko00633"	5704
"ko00640"	15686
"ko00650"	12834
"ko00670"	7130
"ko00680"	25668
"ko00710"	14260
"ko00720"	31372
"ko00730"	11408
"ko00740"	8556
"ko00750"	4278
"ko00760"	11408
"ko00770"	14260
"ko00780"	14260
"ko00790"	28520
"ko00791"	5704
"ko00860"	15686
"ko00900"	14260
"ko00908"	1426
"ko00910"	9982
"ko00940"	1426
"ko00950"	1426
"ko00960"	1426
"ko00970"	88412
"ko00983"	5704
"ko00999"	2852
"ko01040"	1426
"ko01051"	1426
"ko01100"	463450
"ko01110"	188232
"ko01120"	119784
"ko01130"	134044
"ko01200"	75578
"ko01210"	11408
"ko01212"	14260
"ko01220"	4278
"ko01230"	78430
"ko01501"	4278
"ko01502"	7130
"ko01503"	5704
"ko01523"	1426
"ko01524"	2852
"ko02010"	45632
"ko02020"	51336
"ko02024"	22816
"ko02025"	5704
"ko02026"	2852
"ko02030"	27094
"ko02040"	45632
"ko03008"	1426
"ko03010"	84134
"ko03018"	17112
"ko03020"	4278
"ko03030"	19964
"ko03060"	21390
"ko03070"	32798
"ko03410"	12834
"ko03420"	12834
"ko03430"	24242
"ko03440"	24242
"ko04011"	1426
"ko04013"	1426
"ko04016"	5704
"ko04066"	4278
"ko04068"	2852
"ko04070"	2852
"ko04072"	1426
"ko04112"	14260
"ko04122"	12834
"ko04141"	1426
"ko04146"	4278
"ko04151"	1426
"ko04152"	1426
"ko04211"	2852
"ko04212"	7130
"ko04213"	4278
"ko04214"	1426
"ko04217"	2852
"ko04260"	4278
"ko04612"	1426
"ko04621"	5704
"ko04626"	4278
"ko04657"	1426
"ko04659"	1426
"ko04714"	4278
"ko04724"	1426
"ko04727"	1426
"ko04910"	1426
"ko04914"	1426
"ko04915"	1426
"ko04931"	1426
"ko04932"	4278
"ko04934"	1426
"ko04940"	1426
"ko05010"	7130
"ko05012"	4278
"ko05014"	1426
"ko05016"	5704
"ko05111"	4278
"ko05120"	37076
"ko05132"	2852
"ko05134"	5704
"ko05146"	1426
"ko05152"	2852
"ko05200"	2852
"ko05205"	1426
"ko05206"	24242
"ko05211"	1426
"ko05215"	1426
"ko05230"	1426
"ko05231"	1426
"ko05340"	1426
"ko05418"	2852
