"Pathway"	"Total_sample_counts"
"ko00010"	3483.93333333333
"ko00020"	2214.06666666667
"ko00030"	2222.26666666667
"ko00040"	1140
"ko00051"	1888.4
"ko00052"	2336.4
"ko00053"	561.8
"ko00061"	1896.6
"ko00071"	1212.8
"ko00072"	146.6
"ko00120"	40.6666666666667
"ko00121"	40.6666666666667
"ko00130"	1717.53333333333
"ko00140"	203.333333333333
"ko00190"	3720.4
"ko00195"	1107.2
"ko00220"	1660.46666666667
"ko00230"	8058.33333333333
"ko00240"	5192.93333333333
"ko00250"	2979.2
"ko00260"	3337.33333333333
"ko00261"	984.866666666667
"ko00270"	3027.73333333333
"ko00280"	1156.06666666667
"ko00281"	455.866666666667
"ko00290"	1245.26666666667
"ko00300"	1481.4
"ko00310"	756.933333333333
"ko00311"	40.6666666666667
"ko00330"	1253.46666666667
"ko00332"	179.066666666667
"ko00333"	366.333333333333
"ko00340"	1261.66666666667
"ko00350"	1009.46666666667
"ko00360"	464.066666666667
"ko00362"	504.733333333333
"ko00380"	602.466666666667
"ko00400"	2116.33333333333
"ko00401"	407
"ko00405"	219.733333333333
"ko00410"	545.4
"ko00430"	716.266666666667
"ko00440"	89.5333333333333
"ko00450"	1229.2
"ko00460"	455.866666666667
"ko00471"	358.133333333333
"ko00472"	48.8666666666667
"ko00473"	366.333333333333
"ko00480"	1351.2
"ko00500"	2564.33333333333
"ko00511"	586.066666666667
"ko00513"	268.6
"ko00520"	4598.66666666667
"ko00521"	390.6
"ko00523"	162.666666666667
"ko00525"	122
"ko00531"	398.8
"ko00540"	1994
"ko00550"	1807.06666666667
"ko00561"	1009.46666666667
"ko00562"	716.6
"ko00564"	2124.53333333333
"ko00565"	89.5333333333333
"ko00572"	89.5333333333333
"ko00590"	138.4
"ko00591"	89.5333333333333
"ko00592"	268.6
"ko00600"	390.6
"ko00603"	407
"ko00604"	268.6
"ko00620"	4200.2
"ko00625"	358.133333333333
"ko00626"	358.133333333333
"ko00627"	179.066666666667
"ko00630"	3069.06666666667
"ko00633"	317.466666666667
"ko00640"	2181.6
"ko00642"	179.066666666667
"ko00643"	146.6
"ko00650"	2222.26666666667
"ko00660"	797.6
"ko00670"	1351.2
"ko00680"	2718.8
"ko00710"	1530.26666666667
"ko00720"	2612.86666666667
"ko00730"	1481.4
"ko00740"	952.4
"ko00750"	756.933333333333
"ko00760"	1847.73333333333
"ko00770"	1562.73333333333
"ko00780"	1351.2
"ko00785"	276.8
"ko00790"	2393.13333333333
"ko00791"	122
"ko00830"	179.066666666667
"ko00860"	2100.26666666667
"ko00900"	1123.26666666667
"ko00903"	179.066666666667
"ko00908"	89.5333333333333
"ko00910"	1896.93333333333
"ko00920"	1709.33333333333
"ko00930"	179.066666666667
"ko00940"	138.4
"ko00950"	179.066666666667
"ko00960"	358.133333333333
"ko00966"	89.5333333333333
"ko00970"	15197.7333333333
"ko00980"	317.466666666667
"ko00982"	317.466666666667
"ko00983"	1261.66666666667
"ko00999"	268.6
"ko01040"	854.666666666667
"ko01051"	179.066666666667
"ko01053"	529.333333333333
"ko01054"	130.2
"ko01055"	81.3333333333333
"ko01100"	58070.1333333333
"ko01110"	25241.2
"ko01120"	18413.0666666667
"ko01130"	17500.3333333333
"ko01200"	9841.46666666667
"ko01210"	2449.86666666667
"ko01212"	2531.53333333333
"ko01220"	586.066666666667
"ko01230"	10589.5333333333
"ko01501"	1758.2
"ko01502"	675.6
"ko01503"	1782.46666666667
"ko01523"	496.533333333333
"ko01524"	227.933333333333
"ko02010"	12250.6666666667
"ko02020"	12959.0666666667
"ko02024"	6886.2
"ko02025"	1798.86666666667
"ko02026"	2743.06666666667
"ko02030"	4843.33333333333
"ko02040"	4973.86666666667
"ko02060"	4257.26666666667
"ko03008"	268.6
"ko03010"	8440.73333333333
"ko03013"	179.066666666667
"ko03018"	1709.33333333333
"ko03020"	398.8
"ko03030"	1969.73333333333
"ko03060"	1652.26666666667
"ko03070"	3548.53333333333
"ko03320"	488.333333333333
"ko03410"	1033.73333333333
"ko03420"	765.133333333333
"ko03430"	2189.46666666667
"ko03440"	2677.8
"ko04011"	89.5333333333333
"ko04013"	138.4
"ko04016"	268.6
"ko04066"	415.2
"ko04068"	227.933333333333
"ko04070"	268.6
"ko04072"	89.5333333333333
"ko04112"	1172.13333333333
"ko04122"	1562.73333333333
"ko04141"	89.5333333333333
"ko04142"	398.8
"ko04146"	903.533333333333
"ko04151"	89.5333333333333
"ko04152"	309.266666666667
"ko04211"	227.933333333333
"ko04212"	675.6
"ko04213"	317.466666666667
"ko04214"	138.4
"ko04216"	349.933333333333
"ko04217"	407
"ko04260"	268.6
"ko04612"	89.5333333333333
"ko04614"	81.3333333333333
"ko04621"	618.533333333333
"ko04626"	756.933333333333
"ko04657"	89.5333333333333
"ko04659"	89.5333333333333
"ko04714"	724.466666666667
"ko04724"	227.933333333333
"ko04727"	358.133333333333
"ko04910"	179.066666666667
"ko04914"	89.5333333333333
"ko04915"	89.5333333333333
"ko04917"	89.5333333333333
"ko04918"	138.4
"ko04920"	309.266666666667
"ko04922"	366.333333333333
"ko04928"	89.5333333333333
"ko04930"	179.066666666667
"ko04931"	179.066666666667
"ko04932"	268.6
"ko04934"	48.8666666666667
"ko04940"	219.733333333333
"ko04964"	89.5333333333333
"ko04972"	40.6666666666667
"ko04973"	179.066666666667
"ko04974"	40.6666666666667
"ko04976"	40.6666666666667
"ko05010"	496.533333333333
"ko05012"	268.6
"ko05014"	89.5333333333333
"ko05016"	407
"ko05110"	423.066666666667
"ko05111"	5916.73333333333
"ko05120"	349.933333333333
"ko05132"	968.466666666667
"ko05133"	89.5333333333333
"ko05134"	699.866666666667
"ko05142"	89.5333333333333
"ko05143"	89.5333333333333
"ko05152"	537.2
"ko05164"	48.8666666666667
"ko05165"	179.066666666667
"ko05200"	276.8
"ko05203"	179.066666666667
"ko05204"	317.466666666667
"ko05205"	89.5333333333333
"ko05206"	89.5333333333333
"ko05211"	48.8666666666667
"ko05215"	89.5333333333333
"ko05219"	89.5333333333333
"ko05225"	138.4
"ko05230"	545.4
"ko05231"	89.5333333333333
"ko05340"	179.066666666667
"ko05418"	455.866666666667
