Group: 1
OTUID	kingdom	phylum	class	order	family	genus	specie	lasttaxa 
1866742	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Parvimonas	Unknown	g__Parvimonas	
New.0.ReferenceOTU727	k__Bacteria	p__Firmicutes	c__Bacilli	o__Gemellales	f__Gemellaceae	g__Gemella	Unknown	g__Gemella	
New.0.ReferenceOTU174	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	Unknown	Unknown	f__Microbacteriaceae	
New.0.ReferenceOTU791	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	Unknown	g__Clostridium	
New.0.ReferenceOTU678	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Kineosporiaceae	Unknown	Unknown	f__Kineosporiaceae	
350697	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	Unknown	Unknown	f__Peptostreptococcaceae	
739614	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Photobacterium	Unknown	g__Photobacterium	
New.0.ReferenceOTU392	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	Unknown	Unknown	f__Microbacteriaceae	
Group: 7
OTUID	kingdom	phylum	class	order	family	genus	specie	lasttaxa 
New.0.ReferenceOTU246	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	Unknown	Unknown	f__Flavobacteriaceae	
591748	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	Unknown	Unknown	f__Flavobacteriaceae	
589754	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cardiobacteriales	Unknown	Unknown	Unknown	o__Cardiobacteriales	
593489	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cardiobacteriales	Unknown	Unknown	Unknown	o__Cardiobacteriales	
706432	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Acinetobacter	Unknown	g__Acinetobacter	
New.0.ReferenceOTU41	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	Unknown	Unknown	f__Alcaligenaceae	
566062	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Helcococcus	Unknown	g__Helcococcus	
592628	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cardiobacteriales	Unknown	Unknown	Unknown	o__Cardiobacteriales	
New.0.ReferenceOTU43	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	Unknown	g__Brevibacterium	
New.0.ReferenceOTU584	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Helcococcus	Unknown	g__Helcococcus	
833645	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	Unknown	Unknown	Unknown	o__Bacillales	
593997	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__[Weeksellaceae]	g__Ornithobacterium	Unknown	g__Ornithobacterium	
New.0.ReferenceOTU739	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	Unknown	Unknown	f__Campylobacteraceae	
New.0.CleanUp.ReferenceOTU14180	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Arcobacter	Unknown	g__Arcobacter	
New.1.ReferenceOTU264	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	Unknown	g__Brevibacterium	
New.0.ReferenceOTU453	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	Unknown	g__Fusobacterium	
New.0.ReferenceOTU325	k__Bacteria	k__Bacteria-p.Other	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	Unknown	g__Mycoplasma	
New.0.ReferenceOTU168	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Paludibacter	Unknown	g__Paludibacter	
New.0.CleanUp.ReferenceOTU20164	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	Unknown	Unknown	f__Moraxellaceae	
