OTU,AQ999,AQ994,AQ735,AQ736,AQ213,AQ216,AQ215,AQ502,AQ187,AQ188,AQ189,AQ424,AQ710,AQ239,AQ525,AQ526,AQ527,AQ708,AQ709,AQ551,AQ552,AQ554,AQ396,AQ398,AQ684,AQ682,AQ447,AQ606,AQ603,AQ161,AQ162,AQ163,AQ762,AQ760,AQ761,AQ577,AQ371,AQ370,AQ372,AQ111,AQ110,AQ86,AQ84,AQ85,AQ629,AQ369,AQ109,AQ292,AQ293,AQ291,AQ294,AQ580,AQ630,AQ632,AQ137,AQ136,AQ135,AQ345,AQ346,AQ343,AQ658,AQ657,AQ655,AQ58,AQ241,AQ240,AQ242,AQ450,AQ320,AQ499,AQ476,AQ475,AQ32,AQ31,AQ318,AQ317,AQ268,AQ261,AQ267,AQ266,AQ265,AQ448,AQ451,AQ6,AQ8
otu_740871,0,0,0,0,8,3,0,0,0,0,0,1,0,0,6,0,0,2,0,1,0,0,22,0,0,0,0,12,0,3,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,14,0,2,15,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1,0,0,0
otu_589792,4,0,0,0,14,0,1,0,0,4,0,6,2,5,13,0,1,49,0,0,4,0,25,1,10,8,1,33,0,23,100,0,1,1,0,1,13,0,43,0,3,0,0,0,0,0,0,2,0,1,1,3,0,3,0,0,1,1,1,31,5,1,63,2,1,0,0,6,0,2,1,8,6,0,0,14,1,3,0,0,0,1,1,0,6
otu_830290,7,7,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,2,1,37,0,1,4,1,0,0,28,380,0,1,0,0,1,0,1,5,0,1,3,9,0,0,0,2,0,0,0,7,2,0,0,0,0,0,5,4,64,1,33,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,4
otu_894928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu_2752360,0,1,0,1,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
otu_829814,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,3,1,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu_987760,7,3,1,7,71,8,4,1,0,1,2,1,4,3,135,0,0,9,0,0,9,17,114,5,23,25,2,27,6,58,8,3,0,41,1,25,0,2,23,2,70,83,15,4,2,9,83,0,2,0,10,2,1,1,0,1,17,8,20,83,23,49,76,58,3,3,10,1,2,32,5,2,12,0,88,136,43,0,1,2,0,9,3,3,8
otu_823476,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu_543151,6,9,0,0,8,5,0,0,0,1,0,8,0,0,14,0,0,18,0,3,0,5,18,1,0,0,3,32,0,23,426,0,0,0,0,0,0,2,73,0,2,4,4,0,0,0,0,0,0,0,3,0,0,1,2,0,0,2,0,22,2,10,43,1,1,0,0,10,0,0,1,5,3,0,0,11,0,0,1,0,0,1,6,0,0
otu_548576,6,0,2,0,84,14,0,0,2,18,0,9,0,1,96,0,2,34,1,10,14,4,149,4,12,5,1,105,14,56,1564,1,0,0,1,5,1,12,116,1,5,12,1,1,1,0,18,1,0,2,7,0,2,11,2,1,1,5,1,127,8,34,463,1,8,2,1,8,0,14,2,12,14,1,0,17,2,1,3,0,0,7,0,0,10
