OTU,AQ999,AQ994,AQ735,AQ736,AQ213,AQ216,AQ215,AQ502,AQ187,AQ188,AQ189,AQ424,AQ710,AQ239,AQ525,AQ526,AQ527,AQ708,AQ709,AQ551,AQ552,AQ554,AQ396,AQ398,AQ684,AQ682,AQ447,AQ606,AQ603,AQ161,AQ162,AQ163,AQ762,AQ760,AQ761,AQ577,AQ371,AQ370,AQ372,AQ111,AQ110,AQ86,AQ84,AQ85,AQ629,AQ369,AQ109,AQ292,AQ293,AQ291,AQ294,AQ580,AQ630,AQ632,AQ137,AQ136,AQ135,AQ345,AQ346,AQ343,AQ658,AQ657,AQ655,AQ58,AQ241,AQ240,AQ242,AQ450,AQ320,AQ499,AQ476,AQ475,AQ32,AQ31,AQ318,AQ317,AQ268,AQ261,AQ267,AQ266,AQ265,AQ448,AQ451,AQ6,AQ8
otu_528421,1,4,1,0,0,0,271,0,0,0,0,1,0,0,0,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,3,4,0,4,1,0,0,0,0,15,0,1,0,0,0,0,0,0,15,1,0,0,15,0,0,15,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,7,0,0
otu_351976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,720
otu_941487,7,14,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,92,0,5,61,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0
otu_9510,18,0,1,594,0,75,71,4,1333,40,9,203,627,42,4,1,0,82,2,1,0,733,142,16,162,20,163,4,790,45,4,403,1564,108,64,52,0,6,0,124,24,779,58,257,9,24,3,716,11,1,50,105,15,807,6,31,79,16,17,1,100,15,44,604,3,235,335,31,0,966,916,121,62,2460,22,1,53,1,146,1129,1,171,0,116,1599
otu_160015,0,0,0,10,0,3,2,0,40,0,0,1,13,2,0,0,0,2,1,0,0,17,5,1,4,1,2,0,27,3,0,14,32,2,1,1,0,0,0,9,0,14,0,5,0,0,0,22,0,0,0,2,1,8,0,1,2,0,0,0,2,0,3,16,0,4,9,2,0,21,20,5,1,40,0,0,0,0,3,34,0,2,0,17,40
otu_544313,2,6,8,0,4,0,0,0,0,2,0,7,0,0,37,0,0,72,0,0,4,0,5,0,0,5,2,18,2,2,0,0,0,0,0,0,0,1,37,3,6,14,3,0,0,9,5,26,0,1,0,5,0,0,0,0,0,0,2,3,0,0,33,2,1,0,0,1,0,104,4,0,46,0,0,2,0,0,0,0,0,0,2,1,1
otu_792393,0,0,5,0,6,0,66,0,2,0,8,1,0,0,0,0,9,1,12,2,0,0,0,2,0,0,0,7,1,1,3,228,0,4,22,1,0,0,0,5,0,0,0,100,1,3,0,1,44,0,0,0,0,0,10,1,0,29,0,1,0,108,2,0,84,1,3,0,0,2,0,30,0,0,0,0,0,1,102,0,4,3,1,12,0
otu_New.0.CleanUp.ReferenceOTU38474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0
