OTU,Total_sample_counts
otu_588659,45
otu_1107011,398
otu_1044436,152
otu_889025,163
otu_538602,488
otu_739614,733
otu_New.0.ReferenceOTU827,75
otu_New.0.ReferenceOTU176,22
otu_New.0.ReferenceOTU43,25407
