"Pathway"	"Total_sample_counts"
"ko00010"	52248.727958153
"ko00020"	40078.2093795094
"ko00030"	33014.1803030303
"ko00040"	13019.2088744589
"ko00051"	26557.212987013
"ko00052"	18208.1253968254
"ko00053"	7590.44989177489
"ko00061"	26445.5308441558
"ko00071"	28324.2181457431
"ko00072"	11497.972979798
"ko00100"	5.33333333333333
"ko00120"	766.269913419913
"ko00121"	558.504761904762
"ko00130"	15282.2749278499
"ko00140"	400.454761904762
"ko00190"	63702.2280663781
"ko00195"	13637.9506493506
"ko00220"	27035.9909451659
"ko00230"	104841.607503608
"ko00232"	202.981818181818
"ko00240"	73385.2793650794
"ko00250"	41810.4995310245
"ko00260"	52594.2949494949
"ko00261"	12086.4932539683
"ko00270"	43155.0361111111
"ko00280"	38789.7944805195
"ko00281"	6600.35162337662
"ko00290"	22600.387012987
"ko00300"	24994.0286075036
"ko00310"	23903.3732683983
"ko00311"	1707.66832611833
"ko00330"	27280.3137085137
"ko00332"	3178.61720779221
"ko00333"	9178.98326118326
"ko00340"	24262.2524170274
"ko00350"	19179.693037518
"ko00360"	26391.2335137085
"ko00361"	7220.32954545455
"ko00362"	36837.8375541126
"ko00363"	44.5
"ko00364"	4583.25822510822
"ko00365"	66.979797979798
"ko00380"	24248.3346681097
"ko00400"	34622.2450577201
"ko00401"	6493.80497835498
"ko00404"	739.166666666667
"ko00405"	2640.34235209235
"ko00410"	14134.3695526696
"ko00430"	7868.18088023088
"ko00440"	3336.04595959596
"ko00450"	16250.8274531025
"ko00460"	7480.64668109668
"ko00471"	6514.21980519481
"ko00472"	1071.54848484848
"ko00473"	5171.17958152958
"ko00480"	23391.9179292929
"ko00500"	32269.6348484848
"ko00510"	1195.85714285714
"ko00511"	1961.78896103896
"ko00513"	281.411111111111
"ko00514"	847.216666666667
"ko00515"	850.591666666667
"ko00520"	46670.2162337662
"ko00521"	12612.8551587302
"ko00523"	5402.24116161616
"ko00524"	1599.60800865801
"ko00525"	2727.66482683983
"ko00531"	2077.0711038961
"ko00540"	11267.0111111111
"ko00550"	29106.2354256854
"ko00561"	16530.885966811
"ko00562"	10024.1689033189
"ko00564"	24893.8395382395
"ko00565"	771.432142857143
"ko00571"	1960.54848484848
"ko00572"	2597.40238095238
"ko00590"	2426.11720779221
"ko00591"	535.870238095238
"ko00592"	2445.87658730159
"ko00600"	1653.51244588745
"ko00603"	912.208333333333
"ko00604"	281.411111111111
"ko00620"	63890.6388888889
"ko00621"	3818.29307359307
"ko00622"	8319.53156565657
"ko00623"	6242.60808080808
"ko00624"	2739.31536796537
"ko00625"	7769.39007936508
"ko00626"	4650.56028138528
"ko00627"	8531.42929292929
"ko00630"	58553.1671717172
"ko00633"	1233.64880952381
"ko00640"	45554.6293290043
"ko00642"	1453.14444444444
"ko00643"	5997.46414141414
"ko00650"	44042.0993506493
"ko00660"	15200.1670634921
"ko00670"	23069.9260822511
"ko00680"	36846.4445165945
"ko00710"	20734.5711038961
"ko00720"	45002.7261904762
"ko00730"	18724.7275252525
"ko00740"	12760.8205627706
"ko00750"	9766.64494949495
"ko00760"	27643.3402236652
"ko00770"	26804.8851010101
"ko00780"	19881.5866161616
"ko00785"	4121.37435064935
"ko00790"	33317.6856782107
"ko00791"	2621.59797979798
"ko00830"	3173.54141414141
"ko00860"	36255.8151875902
"ko00900"	25601.008008658
"ko00901"	52.6500721500721
"ko00902"	44.5
"ko00903"	5970.00122655123
"ko00906"	1223.05209235209
"ko00908"	1635.2211038961
"ko00909"	11.5151515151515
"ko00910"	21624.627994228
"ko00920"	35246.8403318903
"ko00930"	4701.10714285714
"ko00940"	3175.5183982684
"ko00943"	16.5
"ko00944"	68
"ko00950"	2538.27633477633
"ko00960"	5572.56093073593
"ko00965"	1082.99769119769
"ko00966"	1718.74989177489
"ko00970"	130019.638347763
"ko00980"	7361.90086580087
"ko00981"	2352.46046176046
"ko00982"	7842.31911976912
"ko00983"	20815.5954545455
"ko00984"	681.288095238095
"ko00999"	2451.02132034632
"ko01040"	12698.2794372294
"ko01051"	1976.47225829726
"ko01053"	2064.42738095238
"ko01054"	626.505627705628
"ko01055"	1729.80523088023
"ko01057"	116.166666666667
"ko01059"	93.5
"ko01062"	343.258080808081
"ko01100"	894852.064213564
"ko01110"	402638.097619048
"ko01120"	300117.836183261
"ko01130"	314612.86518759
"ko01200"	152375.023989899
"ko01210"	40020.6046176046
"ko01212"	40359.5732683983
"ko01220"	27882.2754329004
"ko01230"	179740.723593074
"ko01501"	18592.9020923521
"ko01502"	11246.9793290043
"ko01503"	10729.4185064935
"ko01523"	9067.65638528139
"ko01524"	7330.5174963925
"ko02010"	165826.644300144
"ko02020"	96911.4760822511
"ko02024"	107274.192243867
"ko02025"	17488.4955627706
"ko02026"	14552.7606060606
"ko02030"	18108.5770562771
"ko02040"	19337.8398629149
"ko02060"	13998.527958153
"ko03008"	3053.01872294372
"ko03010"	105948.400324675
"ko03013"	921
"ko03018"	23678.4507575758
"ko03020"	6741.48441558442
"ko03022"	447.716666666667
"ko03030"	26907.6714285714
"ko03050"	1317.98333333333
"ko03060"	28312.1301226551
"ko03070"	37606.7409451659
"ko03320"	9187.30963203463
"ko03410"	22060.6183621934
"ko03420"	16802.5250721501
"ko03430"	28490.7256493507
"ko03440"	35703.5252164502
"ko03450"	1220.61125541126
"ko04011"	2084.63275613276
"ko04013"	1920.63538961039
"ko04016"	5973.12907647908
"ko04024"	812.3
"ko04066"	8028.66417748918
"ko04068"	5056.67290764791
"ko04070"	5091.6079004329
"ko04071"	161
"ko04072"	610.755952380952
"ko04080"	423.574747474747
"ko04112"	21352.9875180375
"ko04113"	1270.03733766234
"ko04115"	975.216161616162
"ko04122"	17984.1
"ko04138"	982.3
"ko04141"	1119.4211038961
"ko04142"	727.998484848485
"ko04144"	9.3
"ko04146"	15306.2272727273
"ko04151"	1479.5591991342
"ko04152"	2552.70966810967
"ko04210"	1407.25988455988
"ko04211"	4005.26814574315
"ko04212"	12135.6577200577
"ko04213"	7331.27388167388
"ko04214"	2544.23463203463
"ko04215"	881.716161616162
"ko04216"	4467.19585137085
"ko04217"	7421.55036075036
"ko04260"	1356.03149350649
"ko04380"	2.08333333333333
"ko04612"	428.154437229437
"ko04614"	1111.28102453102
"ko04621"	4197.24036796537
"ko04622"	223.453643578644
"ko04626"	4564.68344155844
"ko04657"	428.154437229437
"ko04659"	428.154437229437
"ko04714"	8836.07431457431
"ko04724"	4709.32211399711
"ko04725"	2
"ko04726"	533.068326118326
"ko04727"	4757.13044733045
"ko04728"	533.068326118326
"ko04910"	2952.11363636364
"ko04914"	428.154437229437
"ko04915"	428.154437229437
"ko04916"	39.45
"ko04917"	434.569047619048
"ko04918"	2999.83593073593
"ko04919"	156.466666666667
"ko04920"	5318.43308080808
"ko04922"	9278.19765512266
"ko04924"	89
"ko04928"	18.15
"ko04930"	1730.5687950938
"ko04931"	4305.90537518037
"ko04932"	2237.74765512266
"ko04934"	1646.5433982684
"ko04940"	2712.9961038961
"ko04961"	18.15
"ko04964"	2248.1091991342
"ko04973"	178.638095238095
"ko04974"	116.658333333333
"ko04976"	118
"ko04978"	575.992207792208
"ko04979"	423.574747474747
