"Pathway"	"Total_sample_counts"
"ko04115"	371.333333333333
"ko04122"	113370.844588745
"ko04138"	358.5
"ko04141"	12020.2838383838
"ko04142"	21496.4134199134
"ko04146"	46367.9351370851
"ko04151"	10623.790981241
"ko04152"	15118.75995671
"ko04210"	2313.71825396825
"ko04211"	18343.6864357864
"ko04212"	49044.0476911977
"ko04213"	31241.6572871573
"ko04214"	12656.631962482
"ko04215"	371.333333333333
"ko04216"	12797.212049062
"ko04217"	37102.3932900433
"ko04260"	5404.5538961039
"ko04612"	10232.1743145743
"ko04614"	1163.17878787879
"ko04621"	31955.825974026
"ko04622"	3768.07142857143
"ko04626"	28991.4875901876
"ko04657"	10232.1743145743
"ko04659"	10232.1743145743
"ko04714"	21141.8134920635
"ko04724"	20285.6462481962
"ko04726"	582.240476190476
"ko04727"	24984.9277056277
"ko04728"	840.240476190476
"ko04910"	17894.6811688312
"ko04914"	10232.1743145743
"ko04915"	10232.1743145743
"ko04916"	34.95
"ko04917"	8282.94523809524
"ko04918"	14279.7827561328
"ko04919"	179.2
"ko04920"	11615.3853535354
"ko04922"	39471.6437950938
"ko04928"	649.506060606061
"ko04930"	16501.2851370851
"ko04931"	21286.6716450216
"ko04932"	5775.88722943723
"ko04934"	6332.97272727273
"ko04940"	15075.0070707071
"ko04964"	9168.92113997114
"ko04973"	2963.52344877345
"ko04974"	638.483333333333
"ko04976"	649.506060606061
"ko04978"	10216.0833333333
"ko04979"	3247.31111111111
"ko05010"	18694.806998557
"ko05012"	5775.88722943723
"ko05014"	10353.9906926407
"ko05016"	17495.1189033189
"ko05020"	1679.1012987013
"ko05030"	582.240476190476
"ko05031"	582.240476190476
"ko05034"	582.240476190476
"ko05100"	1069.04761904762
"ko05110"	2768.62294372294
"ko05111"	127282.13953824
"ko05120"	54695.9856421356
"ko05131"	181.028571428571
"ko05132"	22526.2872294372
"ko05133"	18128.5991341991
"ko05134"	29894.2285714286
"ko05142"	1656.48831168831
"ko05143"	1740.14545454545
"ko05145"	371.333333333333
"ko05146"	1858.5253968254
"ko05150"	3372.7619047619
"ko05152"	34944.444011544
"ko05161"	371.333333333333
"ko05163"	371.333333333333
"ko05164"	371.333333333333
"ko05165"	16299.5184704185
"ko05166"	3247.31111111111
"ko05167"	371.333333333333
"ko05168"	371.333333333333
"ko05170"	371.333333333333
"ko05200"	30409.7591630592
"ko05203"	16299.5184704185
"ko05204"	17392.5824675325
"ko05205"	9536.86955266955
"ko05206"	17816.0068542569
"ko05210"	371.333333333333
"ko05211"	6332.97272727273
"ko05215"	10232.1743145743
"ko05219"	1789.90844155844
"ko05222"	371.333333333333
"ko05225"	13473.2787878788
"ko05230"	46437.1051226551
"ko05231"	9047.04942279942
"ko05322"	43.6666666666667
"ko05340"	14002.024025974
"ko05416"	371.333333333333
"ko05418"	46204.61998557
