"Pathway"	"Total_sample_counts"
"ko03440"	150427.176190476
"ko03450"	1515.46666666667
"ko04011"	3954.75476190476
"ko04013"	7789.34285714286
"ko04014"	27
"ko04016"	16218.25
"ko04024"	125
"ko04064"	27
"ko04066"	24060.8095238095
"ko04068"	11873.0976190476
"ko04070"	17988.9333333333
"ko04071"	125
"ko04072"	3121.6880952381
"ko04080"	1589.31666666667
"ko04112"	77733.1095238095
"ko04113"	1635.93333333333
"ko04115"	1797.34166666667
"ko04122"	95300.3726190476
"ko04138"	375.866666666667
"ko04141"	10697.4047619048
"ko04142"	9386.00833333333
"ko04144"	27
"ko04146"	54058.4952380952
"ko04151"	4950.2380952381
"ko04152"	13748.7119047619
"ko04210"	3197.775
"ko04211"	11744.0976190476
"ko04212"	36161.2726190476
"ko04213"	22378.3071428571
"ko04214"	10932.7369047619
"ko04215"	1797.34166666667
"ko04216"	19467.569047619
"ko04217"	22749.4892857143
"ko04260"	11906.5666666667
"ko04370"	27
"ko04380"	34.6
"ko04612"	4821.2380952381
"ko04614"	1755.38571428571
"ko04621"	23818.5619047619
"ko04622"	181.791666666667
"ko04625"	27
"ko04626"	29602.4119047619
"ko04657"	4848.2380952381
"ko04659"	4821.2380952381
"ko04666"	27
"ko04668"	27
"ko04714"	37860.3642857143
"ko04723"	32.6
"ko04724"	16345.4357142857
"ko04726"	2319.68333333333
"ko04727"	21447.8071428571
"ko04728"	2292.68333333333
"ko04910"	7165.95476190476
"ko04912"	27
"ko04913"	27
"ko04914"	4821.2380952381
"ko04915"	4821.2380952381
"ko04916"	109
"ko04917"	5276.70476190476
"ko04918"	11854.5285714286
"ko04920"	15488.4595238095
"ko04921"	27
"ko04922"	17851.9976190476
"ko04923"	27
"ko04924"	530.133333333333
"ko04928"	1846.8
"ko04930"	8169.52619047619
"ko04931"	8603.17142857143
"ko04932"	13703.9083333333
"ko04934"	6073.87142857143
"ko04940"	12651.3095238095
"ko04964"	8759.62261904762
"ko04973"	4346.38333333333
"ko04974"	704.633333333333
"ko04976"	1934.6
"ko04978"	1118.675
"ko04979"	1589.31666666667
"ko05010"	26393.3630952381
"ko05012"	13703.9083333333
"ko05014"	9256.50119047619
"ko05016"	24997.655952381
"ko05020"	3504.40476190476
"ko05030"	2292.68333333333
"ko05031"	2292.68333333333
"ko05034"	2292.68333333333
"ko05100"	3900.14285714286
"ko05110"	3602.28571428571
"ko05111"	170558.345238095
"ko05120"	13797.4333333333
"ko05131"	2915.14285714286
"ko05132"	32097.1964285714
"ko05133"	24176.1273809524
"ko05134"	30715.0488095238
"ko05140"	27
"ko05142"	2975.15476190476
"ko05143"	2936.30714285714
"ko05145"	1797.34166666667
"ko05146"	1326.575
"ko05150"	41.0666666666667
"ko05152"	25135.6726190476
"ko05161"	1797.34166666667
"ko05163"	1824.34166666667
"ko05164"	1811.34166666667
"ko05165"	8196.52619047619
"ko05166"	1589.31666666667
"ko05167"	1824.34166666667
"ko05168"	1797.34166666667
"ko05170"	1797.34166666667
"ko05200"	36163.8202380952
"ko05203"	8169.52619047619
"ko05204"	29449.6619047619
"ko05205"	6077.87142857143
"ko05206"	10167.1535714286
"ko05210"	1797.34166666667
"ko05211"	6073.87142857143
"ko05215"	4821.2380952381
"ko05219"	3545.4380952381
"ko05222"	1824.34166666667
"ko05225"	23444.369047619
"ko05230"	30488.0297619048
"ko05231"	3121.6880952381
"ko05323"	34.6
"ko05340"	10843.7928571429
"ko05410"	530.133333333333
"ko05416"	1797.34166666667
"ko05418"	42694.4619047619
